Electrician,84-924-9311,33190
Project Manager,38-229-6794,139186
Construction Manager,93-503-4097,53161
Engineer,35-605-4151,22141
Electrician,28-988-0015,149232
Estimator,57-783-1819,46822
Project Manager,06-924-5154,91592
Electrician,54-180-0212,139920
Construction Foreman,89-416-9781,121941
Construction Foreman,77-750-3981,98083
Engineer,72-099-4494,59841
Project Manager,45-707-4369,76607
Construction Foreman,59-649-4042,149565
Architect,69-654-8356,103475
Construction Worker,48-095-6337,67181
Construction Manager,61-296-9800,116641
Construction Manager,60-337-6538,77352
Construction Manager,92-397-7740,121304
Construction Worker,36-799-9928,132199
Subcontractor,05-514-1897,65884
Construction Foreman,90-494-8774,66803
Surveyor,80-593-2844,43531
Electrician,66-239-3958,13340
Construction Expeditor,35-268-8937,36723
Architect,86-852-7562,127040
Construction Foreman,62-877-4112,40975
Project Manager,44-673-1213,130043
Construction Worker,08-896-2929,80751
Architect,09-294-0485,17109
Surveyor,27-278-3447,10360
Construction Expeditor,06-716-2724,116959
Estimator,57-442-8896,57900
Electrician,78-288-8328,10137
Supervisor,72-883-6371,52996
Construction Expeditor,18-485-2970,89420
Subcontractor,95-326-5649,81769
Electrician,39-156-6982,74526
Estimator,61-674-9488,96684
Architect,84-828-8772,140975
Construction Manager,60-680-4211,96238
Project Manager,95-607-9250,102017
Engineer,06-578-0289,119003
Project Manager,74-564-8967,105568
Construction Manager,91-558-3467,32417
Subcontractor,16-474-8348,121126
Electrician,68-549-7353,35494
Construction Manager,35-875-1873,71933
Construction Manager,11-154-7538,129890
Construction Worker,82-298-0617,141787
Engineer,71-458-4965,129034
Subcontractor,72-773-6390,18375
Estimator,60-072-8622,107324
Supervisor,31-153-7172,54484
Construction Manager,75-576-6179,64618
Supervisor,70-879-6648,44773
Engineer,87-548-6042,74521
Surveyor,66-479-4751,108218
Supervisor,89-756-8834,11929
Supervisor,54-154-8913,55549
Construction Expeditor,55-954-9561,52059
Electrician,23-364-8557,129902
Construction Foreman,19-688-3925,52662
Electrician,93-681-8716,21497
Architect,10-448-3086,39893
Surveyor,72-851-9614,41536
Electrician,80-610-4820,127787
Estimator,43-373-5045,15066
Supervisor,97-037-4586,86158
Construction Worker,11-232-7934,85793
Architect,67-714-1768,43599
Engineer,30-182-4083,97058
Supervisor,41-868-8850,115666
Estimator,19-417-2296,65383
Surveyor,75-037-7037,105044
Supervisor,77-776-5786,58784
Construction Expeditor,44-505-4587,95052
Architect,47-803-3203,131690
Construction Worker,16-248-8061,75159
Surveyor,99-830-6367,97717
Construction Expeditor,69-377-0644,111748
Construction Foreman,67-972-6609,31665
Supervisor,56-409-4492,128591
Estimator,35-325-9648,18945
Electrician,58-754-7090,59811
Supervisor,69-549-4784,25313
Electrician,91-149-6488,145662
Supervisor,71-730-6984,129659
Construction Worker,81-033-8075,130773
Estimator,47-855-2629,143279
Construction Foreman,34-502-7287,52878
Project Manager,15-698-2150,29304
Supervisor,44-338-4734,26664
Project Manager,11-272-3406,116459
Construction Expeditor,59-195-8738,16142
Surveyor,31-198-2568,24482
Construction Worker,87-722-7862,63884
Subcontractor,94-085-9383,137001
Project Manager,64-827-9221,36362
Supervisor,13-799-1656,28846
Project Manager,63-801-5912,148404
Construction Worker,28-218-9874,97702
Construction Expeditor,87-440-4387,48483
Subcontractor,29-741-2394,76018
Construction Expeditor,24-532-8046,28898
Estimator,83-508-8323,57215
Construction Foreman,41-943-3535,103812
Subcontractor,25-191-9685,25329
Engineer,41-269-6918,145330
Architect,62-433-5742,76283
Supervisor,40-188-7980,142664
Supervisor,78-635-0965,111962
Construction Foreman,12-928-3460,83374
Construction Worker,85-935-0767,13064
Construction Expeditor,76-298-1277,11929
Construction Worker,61-636-2220,114355
Estimator,37-330-4324,40426
Supervisor,93-619-4307,41165
Subcontractor,08-671-8636,81117
Electrician,86-638-0181,37958
Surveyor,73-187-9582,42315
Engineer,22-755-4904,137322
Construction Foreman,42-657-6944,55480
Subcontractor,78-879-6324,125903
Construction Worker,07-841-3511,129572
Project Manager,42-132-5954,90297
Electrician,46-313-8026,126671
Estimator,48-182-0860,128643
Architect,47-138-6809,135272
Electrician,99-491-3634,39079
Engineer,53-362-1647,126551
Construction Worker,74-138-8411,11442
Electrician,45-066-6541,65575
Supervisor,59-143-6436,88608
Architect,02-010-0252,124025
